Seq		Group	Sub Group	Doc	AGK	Codey	Tab Name	Tab Nbr	Ret Value	Man Ret Value	Open	Close	Show	Special	SpecCol1	SpecCol2	Help
555	Command	2D Physics	General	SetPhysicsWallRight( mode )			2D	2	0								
556	Command	2D Physics	General	SetPhysicsWallTop( mode )			2D	2	0								
557	Command	2D Physics	Raycast	SpriteRayCast( x, y, x2, y2 )			2D	2	0								
558	Command	2D Physics	Raycast	SpriteRayCastCategory( category, x, y, x2, y2 )			2D	2	0								
559	Command	2D Physics	Raycast	SpriteRayCastGroup( group, x, y, x2, y2 )			2D	2	0								
560	Command	2D Physics	Raycast	SpriteRayCastSingle( sprite, x, y, x2, y2 )			2D	2	0								
561	Command	Skeletons		CreateSkeleton2D()			2D	2	0								
562	Command	Skeletons		DeleteSkeleton2D( iSkeleton )			2D	2	0								
563	Command	Skeletons		FixSkeleton2DToScreen( iSkeleton, mode )			2D	2	0								
564	Command	Skeletons		FixSpriteToSkeleton2D( spriteID, iSkeletonID, bone, zorder )			2D	2	0								
565	Command	Skeletons		GetSkeleton2DAngle( iSkeleton )			2D	2	1								
566	Command	Skeletons		GetSkeleton2DAnimationTime( iSkeleton, anim )			2D	2	1								
567	Command	Skeletons		GetSkeleton2DBone( iSkeleton, name )			2D	2	1								
568	Command	Skeletons		GetSkeleton2DBoneAngle( iSkeleton, bone )			2D	2	1								
569	Command	Skeletons		GetSkeleton2DBoneCurrAngle( iSkeleton, bone )			2D	2	1								
570	Command	Skeletons		GetSkeleton2DBoneCurrX( iSkeleton, bone )			2D	2	1								
571	Command	Skeletons		GetSkeleton2DBoneCurrY( iSkeleton, bone )			2D	2	1								
572	Command	Skeletons		GetSkeleton2DBoneParent( iSkeleton, bone )			2D	2	1								
573	Command	Skeletons		GetSkeleton2DBoneX( iSkeleton, bone )			2D	2	1								
574	Command	Skeletons		GetSkeleton2DBoneY( iSkeleton, bone )			2D	2	1								
575	Command	Skeletons		GetSkeleton2DCurrentTime( iSkeleton )			2D	2	1								
576	Command	Skeletons		GetSkeleton2DDepth(UINT iSkeleton)			2D	2	1								
577	Command	Skeletons		GetSkeleton2DExists( iSkeleton )			2D	2	1								
578	Command	Skeletons		GetSkeleton2DIsAnimating( iSkeleton )			2D	2	1								
579	Command	Skeletons		GetSkeleton2DIsTweening( iSkeleton )			2D	2	1								
580	Command	Skeletons		GetSkeleton2DX( iSkeleton )			2D	2	1								
581	Command	Skeletons		GetSkeleton2DY( iSkeleton )			2D	2	1								
582	Command	Skeletons		LoadSkeleton2DFromSpineFile( filename, scale, atlasImage, loadAnim )			2D	2	1	1							
583	Command	Skeletons		LoadSkeleton2DFromSpriterFile( filename, scale, atlasImage )			2D	2	1	1							
584	Command	Skeletons		PlaySkeleton2DAnimation( iSkeleton, anim, starttime, loop, tweentime )			2D	2	0								
585	Command	Skeletons		SetSkeleton2DAnimationFrame( iSkeleton, anim, time, tweentime )			2D	2	0								
586	Command	Skeletons		SetSkeleton2DAnimationSpeed( iSkeleton, speed )			2D	2	0								
587	Command	Skeletons		SetSkeleton2DBoneAngle( iSkeleton, bone, r )			2D	2	0								
588	Command	Skeletons		SetSkeleton2DBoneMode( iSkeleton, bone, mode )			2D	2	0								
589	Command	Skeletons		SetSkeleton2DBonePosition( iSkeleton, bone, x, y )			2D	2	0								
590	Command	Skeletons		SetSkeleton2DBoneScale( iSkeleton, bone, sx, sy )			2D	2	0								
591	Command	Skeletons		SetSkeleton2DDepth( iSkeleton, depth )			2D	2	0								
592	Command	Skeletons		SetSkeleton2DFlip( iSkeleton, flipH, flipV )			2D	2	0								
593	Command	Skeletons		SetSkeleton2DPosition( iSkeleton, x, y )			2D	2	0								
594	Command	Skeletons		SetSkeleton2DRotation( iSkeleton, r )			2D	2	0								
595	Command	Skeletons		SetSkeleton2DVisible( iSkeleton, mode )			2D	2	0								
596	Command	Skeletons		StopSkeleton2DAnimation( iSkeleton )			2D	2	0								
597	Command	Tweening		AddTweenChainCamera( chainID, tweenID, cameraID, delay )			2D	2	0								
598	Command	Tweening		AddTweenChainChar( chainID, tweenID, textID, charID, delay )			2D	2	0								
599	Command	Tweening		AddTweenChainCustom( chainID, tweenID, delay )			2D	2	0								
600	Command	Tweening		AddTweenChainObject( chainID, tweenID, objectID, delay )			2D	2	0								
601	Command	Tweening		AddTweenChainSprite( chainID, tweenID, spriteID, delay )			2D	2	0								
602	Command	Tweening		AddTweenChainText( chainID, tweenID, textID, delay )			2D	2	0								
603	Command	Tweening		ClearTweenChain( chainID )			2D	2	0								
604	Command	Tweening		CreateTweenCamera( duration )			2D	2	0								
605	Command	Tweening		CreateTweenChain()			2D	2	0								
606	Command	Tweening		CreateTweenChar( duration )			2D	2	0								
607	Command	Tweening		CreateTweenCustom( duration )			2D	2	0								
608	Command	Tweening		CreateTweenObject( duration )			2D	2	0								
609	Command	Tweening		CreateTweenSprite( duration )			2D	2	0								
610	Command	Tweening		CreateTweenText( duration )			2D	2	0								
611	Command	Tweening		DeleteTween( tweenID )			2D	2	0								
612	Command	Tweening		DeleteTweenChain( chainID )			2D	2	0								
613	Command	Tweening		GetTweenCameraExists( tweenID )			2D	2	1								
614	Command	Tweening		GetTweenCameraPlaying( tweenID, cameraID )			2D	2	1								
615	Command	Tweening		GetTweenChainEndTime( chainID )			2D	2	1								
616	Command	Tweening		GetTweenChainPlaying( chainID )			2D	2	1								
617	Command	Tweening		GetTweenCharExists( tweenID )			2D	2	1								
618	Command	Tweening		GetTweenCharPlaying( tweenID, textID, charID )			2D	2	1								
619	Command	Tweening		GetTweenCustomExists( tweenID )			2D	2	1								
620	Command	Tweening		GetTweenCustomFloat1( tweenID )			2D	2	1								
621	Command	Tweening		GetTweenCustomFloat2( tweenID )			2D	2	1								
622	Command	Tweening		GetTweenCustomFloat3( tweenID )			2D	2	1								
623	Command	Tweening		GetTweenCustomFloat4( tweenID )			2D	2	1								
624	Command	Tweening		GetTweenCustomInteger1( tweenID )			2D	2	1								
625	Command	Tweening		GetTweenCustomInteger2( tweenID )			2D	2	1								
626	Command	Tweening		GetTweenCustomInteger3( tweenID )			2D	2	1								
627	Command	Tweening		GetTweenCustomInteger4( tweenID )			2D	2	1								
628	Command	Tweening		GetTweenCustomPlaying( tweenID )			2D	2	1								
629	Command	Tweening		GetTweenExists( tweenID )			2D	2	2	2							
630	Command	Tweening		GetTweenObjectExists( tweenID )			2D	2	2	2							
631	Command	Tweening		GetTweenObjectPlaying( tweenID, objectID )			2D	2	2	2							
632	Command	Tweening		GetTweenSpriteExists( tweenID )			2D	2	2	2							
633	Command	Tweening		GetTweenSpritePlaying( tweenID, spriteID )			2D	2	2	2							
634	Command	Tweening		GetTweenTextExists( tweenID )			2D	2	2	2							
635	Command	Tweening		GetTweenTextPlaying( tweenID, textID )			2D	2	2	2							
636	Command	Tweening		PauseTweenCamera( tweenID, cameraID )			2D	2	0								
637	Command	Tweening		PauseTweenChain( chainID )			2D	2	0								
638	Command	Tweening		PauseTweenChar( tweenID, textID, charID )			2D	2	0								
639	Command	Tweening		PauseTweenCustom( tweenID )			2D	2	0								
640	Command	Tweening		PauseTweenObject( tweenID, objectID )			2D	2	0								
641	Command	Tweening		PauseTweenSprite( tweenID, spriteID )			2D	2	0								
642	Command	Tweening		PauseTweenText( tweenID, textID )			2D	2	0								
643	Command	Tweening		PlayTweenCamera( tweenID, cameraID, delay )			2D	2	0								
644	Command	Tweening		PlayTweenChain( chainID )			2D	2	0								
645	Command	Tweening		PlayTweenChar( tweenID, textID, charID, delay )			2D	2	0								
646	Command	Tweening		PlayTweenCustom( tweenID, delay )			2D	2	0								
647	Command	Tweening		PlayTweenObject( tweenID, objectID, delay )			2D	2	0								
648	Command	Tweening		PlayTweenSprite( tweenID, spriteID, delay )			2D	2	0								
649	Command	Tweening		PlayTweenText( tweenID, textID, delay )			2D	2	0								
650	Command	Tweening		ResumeTweenCamera( tweenID, cameraID )			2D	2	0								
651	Command	Tweening		ResumeTweenChar( tweenID, textID, charID )			2D	2	0								
652	Command	Tweening		ResumeTweenCustom( tweenID )			2D	2	0								
653	Command	Tweening		ResumeTweenObject( tweenID, objectID )			2D	2	0								
654	Command	Tweening		ResumeTweenSprite( tweenID, spriteID )			2D	2	0								
655	Command	Tweening		ResumeTweenText( tweenID, textID )			2D	2	0								
656	Command	Tweening		SetTweenCameraAngleX( tweenID, beginAX, endAX, interpolation )			2D	2	0								
657	Command	Tweening		SetTweenCameraAngleY( tweenID, beginAY, endAY, interpolation )			2D	2	0								
658	Command	Tweening		SetTweenCameraAngleZ( tweenID, beginAZ, endAZ, interpolation )			2D	2	0								
659	Command	Tweening		SetTweenCameraFOV( tweenID, beginF, endF, interpolation )			2D	2	0								
660	Command	Tweening		SetTweenCameraX( tweenID, beginX, endX, interpolation )			2D	2	0								
661	Command	Tweening		SetTweenCameraY( tweenID, beginY, endY, interpolation )			2D	2	0								
662	Command	Tweening		SetTweenCameraZ( tweenID, beginZ, endZ, interpolation )			2D	2	0								
663	Command	Tweening		SetTweenChainTime( chainID, time )			2D	2	0								
664	Command	Tweening		SetTweenCharAlpha( tweenID, beginA, endA, interpolation )			2D	2	0								
665	Command	Tweening		SetTweenCharAngle( tweenID, beginA, endA, interpolation )			2D	2	0								
666	Command	Tweening		SetTweenCharBlue( tweenID, beginB, endB, interpolation )			2D	2	0								
667	Command	Tweening		SetTweenCharGreen( tweenID, beginG, endG, interpolation )			2D	2	0								
668	Command	Tweening		SetTweenCharRed( tweenID, beginR, endR, interpolation )			2D	2	0								
669	Command	Tweening		SetTweenCharX( tweenID, beginX, endX, interpolation )			2D	2	0								
670	Command	Tweening		SetTweenCharY( tweenID, beginY, endY, interpolation )			2D	2	0								
671	Command	Tweening		SetTweenCustomFloat1( tweenID, begin, end, interpolation )			2D	2	0								
672	Command	Tweening		SetTweenCustomFloat2( tweenID, begin, end, interpolation )			2D	2	0								
673	Command	Tweening		SetTweenCustomFloat3( tweenID, begin, end, interpolation )			2D	2	0								
674	Command	Tweening		SetTweenCustomFloat4( tweenID, begin, end, interpolation )			2D	2	0								
675	Command	Tweening		SetTweenCustomInteger1( tweenID, begin, end, interpolation )			2D	2	0								
676	Command	Tweening		SetTweenCustomInteger2( tweenID, begin, end, interpolation )			2D	2	0								
677	Command	Tweening		SetTweenCustomInteger3( tweenID, begin, end, interpolation )			2D	2	0								
678	Command	Tweening		SetTweenCustomInteger4( tweenID, begin, end, interpolation )			2D	2	0								
679	Command	Tweening		SetTweenDuration( tweenID, duration )			2D	2	0								
680	Command	Tweening		SetTweenObjectAlpha( tweenID, beginA, endA, interpolation )			2D	2	0								
681	Command	Tweening		SetTweenObjectAngleX( tweenID, beginAX, endAX, interpolation )			2D	2	0								
682	Command	Tweening		SetTweenObjectAngleY( tweenID, beginAY, endAY, interpolation )			2D	2	0								
683	Command	Tweening		SetTweenObjectAngleZ( tweenID, beginAZ, endAZ, interpolation )			2D	2	0								
684	Command	Tweening		SetTweenObjectBlue( tweenID, beginB, endB, interpolation )			2D	2	0								
685	Command	Tweening		SetTweenObjectGreen( tweenID, beginG, endG, interpolation )			2D	2	0								
686	Command	Tweening		SetTweenObjectRed( tweenID, beginR, endR, interpolation )			2D	2	0								
687	Command	Tweening		SetTweenObjectScaleX( tweenID, beginSX, endSX, interpolation )			2D	2	0								
688	Command	Tweening		SetTweenObjectScaleY( tweenID, beginSY, endSY, interpolation )			2D	2	0								
689	Command	Tweening		SetTweenObjectScaleZ( tweenID, beginSZ, endSZ, interpolation )			2D	2	0								
690	Command	Tweening		SetTweenObjectX( tweenID, beginX, endX, interpolation )			2D	2	0								
691	Command	Tweening		SetTweenObjectY( tweenID, beginY, endY, interpolation )			2D	2	0								
692	Command	Tweening		SetTweenObjectZ( tweenID, beginZ, endZ, interpolation )			2D	2	0								
693	Command	Tweening		SetTweenSpriteAlpha( tweenID, beginA, endA, interpolation )			2D	2	0								
694	Command	Tweening		SetTweenSpriteAngle( tweenID, beginA, endA, interpolation )			2D	2	0								
695	Command	Tweening		SetTweenSpriteBlue( tweenID, beginB, endB, interpolation )			2D	2	0								
696	Command	Tweening		SetTweenSpriteGreen( tweenID, beginG, endG, interpolation )			2D	2	0								
697	Command	Tweening		SetTweenSpriteRed( tweenID, beginR, endR, interpolation )			2D	2	0								
698	Command	Tweening		SetTweenSpriteSizeX( tweenID, beginSX, endSX, interpolation )			2D	2	0								
699	Command	Tweening		SetTweenSpriteSizeY( tweenID, beginSY, endSY, interpolation )			2D	2	0								
700	Command	Tweening		SetTweenSpriteX( tweenID, beginX, endX, interpolation )			2D	2	0								
701	Command	Tweening		SetTweenSpriteXByOffset( tweenID, beginX, endX, interpolation )			2D	2	0								
702	Command	Tweening		SetTweenSpriteY( tweenID, beginY, endY, interpolation )			2D	2	0								
703	Command	Tweening		SetTweenSpriteYByOffset( tweenID, beginY, endY, interpolation )			2D	2	0								
704	Command	Tweening		SetTweenTextAlpha( tweenID, beginA, endA, interpolation )			2D	2	0								
705	Command	Tweening		SetTweenTextAngle( tweenID, beginA, endA, interpolation )			2D	2	0								
706	Command	Tweening		SetTweenTextBlue( tweenID, beginB, endB, interpolation )			2D	2	0								
707	Command	Tweening		SetTweenTextGreen( tweenID, beginG, endG, interpolation )			2D	2	0								
708	Command	Tweening		SetTweenTextLineSpacing( tweenID, beginLSP, endLSP, interpolation )			2D	2	0								
709	Command	Tweening		SetTweenTextRed( tweenID, beginR, endR, interpolation )			2D	2	0								
710	Command	Tweening		SetTweenTextSize( tweenID, beginS, endS, interpolation )			2D	2	0								
711	Command	Tweening		SetTweenTextSpacing( tweenID, beginSP, endSP, interpolation )			2D	2	0								
712	Command	Tweening		SetTweenTextX( tweenID, beginX, endX, interpolation )			2D	2	0								
713	Command	Tweening		SetTweenTextY( tweenID, beginY, endY, interpolation )			2D	2	0								
714	Command	Tweening		StopTweenCamera( tweenID, cameraID )			2D	2	0								
715	Command	Tweening		StopTweenChain( chainID )			2D	2	0								
716	Command	Tweening		StopTweenChar( tweenID, textID, charID )			2D	2	0								
717	Command	Tweening		StopTweenCustom( tweenID )			2D	2	0								
718	Command	Tweening		StopTweenObject( tweenID, objectID )			2D	2	0								
719	Command	Tweening		StopTweenSprite( tweenID, spriteID )			2D	2	0								
720	Command	Tweening		StopTweenText( tweenID, textID )			2D	2	0								
721	Command	Tweening		TweenBounce()			2D	2	0								
722	Command	Tweening		TweenEaseIn1()			2D	2	0								
723	Command	Tweening		TweenEaseIn2()			2D	2	0								
724	Command	Tweening		TweenEaseOut1()			2D	2	0								
725	Command	Tweening		TweenEaseOut2()			2D	2	0								
726	Command	Tweening		TweenLinear()			2D	2	0								
727	Command	Tweening		TweenOvershoot()			2D	2	0								
728	Command	Tweening		TweenSmooth1()			2D	2	0								
729	Command	Tweening		TweenSmooth2()			2D	2	0								
730	Command	Tweening		UpdateAllTweens( fTime )			2D	2	0								
731	Command	Tweening		UpdateTweenCamera( tweenID, cameraID, fTime )			2D	2	0								
732	Command	Tweening		UpdateTweenChain( chainID, fTime )			2D	2	0								
733	Command	Tweening		UpdateTweenChar( tweenID, textID, charID, fTime )			2D	2	0								
734	Command	Tweening		UpdateTweenCustom( tweenID, fTime )			2D	2	0								
735	Command	Tweening		UpdateTweenObject( tweenID, objectID, fTime )			2D	2	0								
736	Command	Tweening		UpdateTweenSprite( tweenID, spriteID, fTime )			2D	2	0								
737	Command	Tweening		UpdateTweenText( tweenID, textID, fTime )			2D	2	0								
738	Command	Particles		AddParticlesColorKeyFrame( ID, time, red, green, blue, alpha )			2D	2	0								
739	Command	Particles		AddParticlesForce( ID, starttime, endtime, x, y )			2D	2	0								
740	Command	Particles		AddParticlesScaleKeyFrame( ID, time, scale )			2D	2	0								
741	Command	Particles		ClearParticlesColors( ID )			2D	2	0								
742	Command	Particles		ClearParticlesForces( ID )			2D	2	0								
743	Command	Particles		ClearParticlesScales( ID )			2D	2	0								
744	Command	Particles		CreateParticles( x, y )			2D	2	1	1							
745	Command	Particles		DeleteParticles( ID )			2D	2	0								
746	Command	Particles		DrawParticles( ID )			2D	2	0								
747	Command	Particles		FixParticlesToScreen( ID, mode )			2D	2	0								
748	Command	Particles		GetParticlesActive( ID )			2D	2	1								
749	Command	Particles		GetParticlesAngle( ID )			2D	2	1								
750	Command	Particles		GetParticlesAngleRad( ID )			2D	2	1								
751	Command	Particles		GetParticlesDepth( ID )			2D	2	1								
752	Command	Particles		GetParticlesDirectionX( ID )			2D	2	1								
753	Command	Particles		GetParticlesDirectionY( ID )			2D	2	1								
754	Command	Particles		GetParticlesExists( ID )			2D	2	2	2							
755	Command	Particles		GetParticlesFrequency( ID )			2D	2	1								
756	Command	Particles		GetParticlesLife( ID )			2D	2	1								
757	Command	Particles		GetParticlesMaxReached( ID )			2D	2	1								
758	Command	Particles		GetParticlesSize( ID )			2D	2	1								
759	Command	Particles		GetParticlesVisible( ID )			2D	2	1								
760	Command	Particles		GetParticlesX( ID )			2D	2	1								
761	Command	Particles		GetParticlesY( ID )			2D	2	1								
762	Command	Particles		OffsetParticles( ID, x, y )			2D	2	0								
763	Command	Particles		ResetParticleCount( ID )			2D	2	0								
764	Command	Particles		SetParticlesActive( ID, active )			2D	2	0								
765	Command	Particles		SetParticlesAngle( ID, angle )			2D	2	0								
766	Command	Particles		SetParticlesAngleRad( ID, angle )			2D	2	0								
767	Command	Particles		SetParticlesColorInterpolation( ID, mode )			2D	2	0								
768	Command	Particles		SetParticlesDepth( ID, depth )			2D	2	0								
769	Command	Particles		SetParticlesDirection( ID, vx, vy )			2D	2	0								
770	Command	Particles		SetParticlesFaceDirection( ID, mode )			2D	2	0								
771	Command	Particles		SetParticlesFrequency( ID, freq )			2D	2	0								
772	Command	Particles		SetParticlesImage( ID, imageID )			2D	2	0								
773	Command	Particles		SetParticlesLife( ID, time )			2D	2	0								
774	Command	Particles		SetParticlesMax( ID, max )			2D	2	0								
775	Command	Particles		SetParticlesPosition( ID, x, y )			2D	2	0								
776	Command	Particles		SetParticlesRotationRange( ID, angle1, angle2 )			2D	2	0								
777	Command	Particles		SetParticlesRotationRangeRad( ID, angle1, angle2 )			2D	2	0								
778	Command	Particles		SetParticlesSize( ID, size )			2D	2	0								
779	Command	Particles		SetParticlesStartZone( ID, x1, y1, x2, y2 )			2D	2	0								
780	Command	Particles		SetParticlesTransparency( ID, mode )			2D	2	0								
781	Command	Particles		SetParticlesVelocityRange( ID, v1, v2 )			2D	2	0								
782	Command	Particles		SetParticlesVisible( ID, visible )			2D	2	0								
783	Command	Particles		UpdateParticles( ID, time ) 			2D	2	0								
784	Command	3D		ClearPointLights()			3D	3	0								
785	Command	3D		CloneObject( objID )			3D	3	1	1							
786	Command	3D		CreateObjectBox( width, height, length )			3D	3	1	1							
787	Command	3D		CreateObjectCapsule( diameter, height, axis )			3D	3	1	1							
788	Command	3D		CreateObjectCone( objID, height, diameter, segments )			3D	3	1	1							
789	Command	3D		CreateObjectCylinder( height, diameter, segments )			3D	3	1	1							
790	Command	3D		CreateObjectFromHeightMap( objID, szImageFile, width, height, length, smoothing, split )			3D	3	1	1							
791	Command	3D		CreateObjectFromObjectMesh( fromObjID, meshIndex )			3D	3	1	1							
792	Command	3D		CreateObjectFromRawHeightMap( szFilename, width, height, length, smoothing, split, rawWidth, rawHeight)			3D	3	1	1							
793	Command	3D		CreateObjectPlane( width, height )			3D	3	1	1							
794	Command	3D		CreateObjectQuad( objID )			3D	3	1	1							
795	Command	3D		CreateObjectSphere( objID, diameter, rows, columns )			3D	3	1	1							
796	Command	3D		CreatePointLight( lightID, x, y, z, radius, red, green, blue )			3D	3	1	1							
797	Command	3D		DeleteAllObjects()			3D	3	0								
798	Command	3D		DeleteObject( objID )			3D	3	0								
799	Command	3D		DeleteObjectTree( objID )			3D	3	0								
800	Command	3D		DeleteObjectWithChildren( objID )			3D	3	0								
801	Command	3D		DeletePointLight( lightID )			3D	3	0								
802	Command	3D		DeleteShader( shaderID )			3D	3	0								
803	Command	3D		DrawObject( objID )			3D	3	0								
804	Command	3D		FixObjectPivot( objID )			3D	3	0								
805	Command	3D		FixObjectToBone( objID, toObjID, toBoneIndex )			3D	3	0								
806	Command	3D		FixObjectToObject( objID, toObjID )			3D	3	0								
807	Command	3D		Get3DVectorXFromScreen( x, y )			3D	3	1								
808	Command	3D		Get3DVectorYFromScreen( x, y )			3D	3	1								
809	Command	3D		Get3DVectorZFromScreen( x, y )			3D	3	1								
810	Command	3D		GetCameraAngleX( cameraID )			3D	3	1								
811	Command	3D		GetCameraAngleY( cameraID )			3D	3	1								
812	Command	3D		GetCameraAngleZ( cameraID )			3D	3	1								
813	Command	3D		GetCameraFOV( cameraID )			3D	3	1								
814	Command	3D		GetCameraQuatW( cameraID )			3D	3	1								
815	Command	3D		GetCameraQuatX( cameraID )			3D	3	1								
816	Command	3D		GetCameraQuatY( cameraID )			3D	3	1								
817	Command	3D		GetCameraQuatZ( cameraID )			3D	3	1								
818	Command	3D		GetCameraX( cameraID )			3D	3	1								
819	Command	3D		GetCameraY( cameraID )			3D	3	1								
820	Command	3D		GetCameraZ( cameraID )			3D	3	1								
821	Command	3D		GetFogMode()			3D	3	1								
822	Command	3D		GetObjectAlpha( objID )			3D	3	1								
823	Command	3D		GetObjectAngleX( objID )			3D	3	1								
824	Command	3D		GetObjectAngleY( objID )			3D	3	1								
825	Command	3D		GetObjectAngleZ( objID )			3D	3	1								
826	Command	3D		GetObjectAnimationDuration( objID, animName )			3D	3	1								
827	Command	3D		GetObjectAnimationName( objID, index )			3D	3	1								
828	Command	3D		GetObjectAnimationTime( objID )			3D	3	1								
829	Command	3D		GetObjectBoneAngleX( objID, boneIndex )			3D	3	1								
830	Command	3D		GetObjectBoneAngleY( objID, boneIndex )			3D	3	1								
831	Command	3D		GetObjectBoneAngleZ( objID, boneIndex )			3D	3	1								
832	Command	3D		GetObjectBoneByName( objID, name )			3D	3	1								
833	Command	3D		GetObjectBoneName( objID, boneIndex )			3D	3	1								
834	Command	3D		GetObjectBoneQuatW( objID, boneIndex )			3D	3	1								
835	Command	3D		GetObjectBoneQuatX( objID, boneIndex )			3D	3	1								
836	Command	3D		GetObjectBoneQuatY( objID, boneIndex )			3D	3	1								
837	Command	3D		GetObjectBoneQuatZ( objID, boneIndex )			3D	3	1								
838	Command	3D		GetObjectBoneWorldAngleX( objID, boneIndex )			3D	3	1								
839	Command	3D		GetObjectBoneWorldAngleY( objID, boneIndex )			3D	3	1								
840	Command	3D		GetObjectBoneWorldAngleZ( objID, boneIndex )			3D	3	1								
841	Command	3D		GetObjectBoneWorldQuatW( objID, boneIndex )			3D	3	1								
842	Command	3D		GetObjectBoneWorldQuatX( objID, boneIndex )			3D	3	1								
843	Command	3D		GetObjectBoneWorldQuatY( objID, boneIndex )			3D	3	1								
844	Command	3D		GetObjectBoneWorldQuatZ( objID, boneIndex )			3D	3	1								
845	Command	3D		GetObjectBoneWorldX( objID, boneIndex )			3D	3	1								
846	Command	3D		GetObjectBoneWorldY( objID, boneIndex )			3D	3	1								
847	Command	3D		GetObjectBoneWorldZ( objID, boneIndex )			3D	3	1								
848	Command	3D		GetObjectBoneX( objID, boneIndex )			3D	3	1								
849	Command	3D		GetObjectBoneY( objID, boneIndex )			3D	3	1								
850	Command	3D		GetObjectBoneZ( objID, boneIndex )			3D	3	1								
851	Command	3D		GetObjectCastShadowMode( objID )			3D	3	1								
852	Command	3D		GetObjectChildID( objID, childIndex )			3D	3	1								
853	Command	3D		GetObjectColorBlue( objID )			3D	3	1								
854	Command	3D		GetObjectColorGreen( objID )			3D	3	1								
855	Command	3D		GetObjectColorRed( objID )			3D	3	1								
856	Command	3D		GetObjectCullMode( objID )			3D	3	1								
857	Command	3D		GetObjectDepthBias( objID )			3D	3	1								
858	Command	3D		GetObjectDepthReadMode( objID )			3D	3	1								
859	Command	3D		GetObjectDepthWrite( objID )			3D	3	1								
860	Command	3D		GetObjectExists( objID )			3D	3	2	2							
861	Command	3D		GetObjectHeightMapHeight( objID, x, z )			3D	3	1								
862	Command	3D		GetObjectInScreen( objID )			3D	3	1								
863	Command	3D		GetObjectIsAnimating( objID )			3D	3	2	2							
864	Command	3D		GetObjectIsTweening( objID )			3D	3	2	2							
865	Command	3D		GetObjectMeshName( objID, meshIndex )			3D	3	1								
866	Command	3D		GetObjectMeshPSSource( objID, meshIndex )			3D	3	1								
867	Command	3D		GetObjectMeshSizeMaxX( objID, meshIndex )			3D	3	1								
868	Command	3D		GetObjectMeshSizeMaxY( objID, meshIndex )			3D	3	1								
869	Command	3D		GetObjectMeshSizeMaxZ( objID, meshIndex )			3D	3	1								
870	Command	3D		GetObjectMeshSizeMinX( objID, meshIndex )			3D	3	1								
871	Command	3D		GetObjectMeshSizeMinY( objID, meshIndex )			3D	3	1								
872	Command	3D		GetObjectMeshSizeMinZ( objID, meshIndex )			3D	3	1								
873	Command	3D		GetObjectMeshVSSource( objID, meshIndex )			3D	3	1								
874	Command	3D		GetObjectName( objID )			3D	3	1								
875	Command	3D		GetObjectNumAnimations( objID )			3D	3	1								
876	Command	3D		GetObjectNumBones( objID )			3D	3	1								
877	Command	3D		GetObjectNumChildren( objID )			3D	3	1								
878	Command	3D		GetObjectNumMeshes( objID )			3D	3	1								
879	Command	3D		GetObjectNumTextures(UINT objID)			3D	3	1								
880	Command	3D		GetObjectQuatW( objID )			3D	3	1								
881	Command	3D		GetObjectQuatX( objID )			3D	3	1								
882	Command	3D		GetObjectQuatY( objID )			3D	3	1								
883	Command	3D		GetObjectQuatZ( objID )			3D	3	1								
884	Command	3D		GetObjectRayCastBounceX( index )			3D	3	1								
885	Command	3D		GetObjectRayCastBounceY( index )			3D	3	1								
886	Command	3D		GetObjectRayCastBounceZ( index )			3D	3	1								
887	Command	3D		GetObjectRayCastDistance( index )			3D	3	1								
888	Command	3D		GetObjectRayCastHitID( index )			3D	3	1								
889	Command	3D		GetObjectRayCastNormalX( index )			3D	3	1								
890	Command	3D		GetObjectRayCastNormalY( index )			3D	3	1								
891	Command	3D		GetObjectRayCastNormalZ( index )			3D	3	1								
892	Command	3D		GetObjectRayCastNumHits()			3D	3	1								
893	Command	3D		GetObjectRayCastSlideX( index )			3D	3	1								
894	Command	3D		GetObjectRayCastSlideY( index )			3D	3	1								
895	Command	3D		GetObjectRayCastSlideZ( index )			3D	3	1								
896	Command	3D		GetObjectRayCastX( index )			3D	3	1								
897	Command	3D		GetObjectRayCastY( index )			3D	3	1								
898	Command	3D		GetObjectRayCastZ( index )			3D	3	1								
899	Command	3D		GetObjectReceiveShadowMode( objID )			3D	3	1								
900	Command	3D		GetObjectSizeMaxX( objID )			3D	3	1								
901	Command	3D		GetObjectSizeMaxY( objID )			3D	3	1								
902	Command	3D		GetObjectSizeMaxZ( objID )			3D	3	1								
903	Command	3D		GetObjectSizeMinX( objID )			3D	3	1								
904	Command	3D		GetObjectSizeMinY( objID )			3D	3	1								
905	Command	3D		GetObjectSizeMinZ( objID )			3D	3	1								
906	Command	3D		GetObjectTextureName(UINT objID, textureIndex)			3D	3	1								
907	Command	3D		GetObjectTransparency( objID )			3D	3	1								
908	Command	3D		GetObjectVisible( objID )			3D	3	2	2							
909	Command	3D		GetObjectWorldAngleX( objID )			3D	3	1								
910	Command	3D		GetObjectWorldAngleY( objID )			3D	3	1								
911	Command	3D		GetObjectWorldAngleZ( objID )			3D	3	1								
912	Command	3D		GetObjectWorldQuatW( objID )			3D	3	1								
913	Command	3D		GetObjectWorldQuatX( objID )			3D	3	1								
914	Command	3D		GetObjectWorldQuatY( objID )			3D	3	1								
915	Command	3D		GetObjectWorldQuatZ( objID )			3D	3	1								
916	Command	3D		GetObjectWorldX( objID )			3D	3	1								
917	Command	3D		GetObjectWorldY( objID )			3D	3	1								
